date_confirmation,country,new_cases,cumulative_cases,new_deaths,cumulative_deaths
2021-12-28,Nigeria,859,238420,2,3024
2021-12-29,Nigeria,599,239019,3,3027
2021-12-30,Nigeria,1355,240374,1,3028
2021-12-31,Nigeria,1139,241513,2,3030
2022-01-01,Nigeria,828,242341,1,3031
2022-01-02,Nigeria,536,242877,2,3033
2022-01-03,Nigeria,573,243450,6,3039
2022-01-04,Nigeria,670,244120,6,3045
2022-01-05,Nigeria,428,244548,8,3053
2022-01-06,Nigeria,856,245404,5,3058
2022-01-07,Nigeria,791,246195,8,3066
2022-01-08,Nigeria,814,247009,4,3070
2022-01-09,Nigeria,766,247775,1,3071
2022-01-10,Nigeria,537,248312,6,3077
2022-01-11,Nigeria,420,248732,8,3085
2022-01-12,Nigeria,422,249154,1,3086
2022-01-13,Nigeria,432,249586,6,3092
2022-01-14,Nigeria,423,250009,0,3092
2022-01-15,Nigeria,352,250361,0,3092
2022-01-16,Nigeria,267,250628,3,3095
2022-01-17,Nigeria,301,250929,8,3103
2022-01-18,Nigeria,249,251178,7,3110
2022-01-19,Nigeria,163,251341,6,3116
2022-01-20,Nigeria,230,251571,1,3117
2022-01-21,Nigeria,123,251694,6,3123
2022-01-22,Nigeria,236,251930,1,3124
2022-01-23,Nigeria,29,251959,0,3124
2022-01-24,Nigeria,228,252187,0,3124
2022-01-25,Nigeria,241,252428,2,3126
2022-01-26,Nigeria,250,252678,7,3133
2022-01-27,Nigeria,75,252753,1,3134
2022-01-28,Nigeria,0,252753,0,3134
2022-01-29,Nigeria,0,252753,0,3134
2022-01-30,Nigeria,267,253020,1,3135
2022-01-31,Nigeria,3,253023,0,3135
2022-02-01,Nigeria,158,253181,1,3136
2022-02-02,Nigeria,159,253340,0,3136
2022-02-03,Nigeria,65,253405,0,3136
2022-02-04,Nigeria,0,253405,0,3136
2022-02-05,Nigeria,135,253540,0,3136
2022-02-06,Nigeria,145,253685,0,3136
2022-02-07,Nigeria,42,253727,3,3139
2022-02-08,Nigeria,53,253780,0,3139
2022-02-09,Nigeria,58,253838,0,3139
2022-02-10,Nigeria,37,253875,0,3139
2022-02-11,Nigeria,0,253875,0,3139
2022-02-12,Nigeria,0,253875,0,3139
2022-02-13,Nigeria,95,253970,1,3140
2022-02-14,Nigeria,46,254016,1,3141
2022-02-15,Nigeria,75,254091,0,3141
2022-02-16,Nigeria,33,254124,0,3141
2022-02-17,Nigeria,13,254137,0,3141
2022-02-18,Nigeria,45,254182,0,3141
2022-02-19,Nigeria,39,254221,1,3142
2022-02-20,Nigeria,22,254243,0,3142
2022-02-21,Nigeria,50,254293,0,3142
2022-02-22,Nigeria,0,254293,0,3142
2022-02-23,Nigeria,32,254325,0,3142
2022-02-24,Nigeria,27,254352,0,3142
2022-02-25,Nigeria,76,254428,0,3142
2022-02-26,Nigeria,0,254428,0,3142
2022-02-27,Nigeria,73,254501,0,3142
2022-02-28,Nigeria,24,254525,0,3142
2022-03-01,Nigeria,35,254560,0,3142
2022-03-02,Nigeria,10,254570,0,3142
2022-03-03,Nigeria,28,254598,0,3142
2022-03-04,Nigeria,8,254606,0,3142
2022-03-05,Nigeria,31,254637,0,3142
2022-03-06,Nigeria,0,254637,0,3142
2022-03-07,Nigeria,0,254637,0,3142
2022-03-08,Nigeria,20,254657,0,3142
2022-03-09,Nigeria,120,254777,0,3142
2022-03-10,Nigeria,0,254777,0,3142
2022-03-11,Nigeria,84,254861,0,3142
2022-03-12,Nigeria,33,254894,0,3142
2022-03-13,Nigeria,51,254945,0,3142
2022-03-14,Nigeria,8,254953,0,3142
2022-03-15,Nigeria,36,254989,0,3142
2022-03-16,Nigeria,12,255001,0,3142
2022-03-17,Nigeria,0,255001,0,3142
2022-03-18,Nigeria,91,255092,0,3142
2022-03-19,Nigeria,11,255103,0,3142
2022-03-20,Nigeria,0,255103,0,3142
2022-03-21,Nigeria,0,255103,0,3142
2022-03-22,Nigeria,0,255103,0,3142
2022-03-23,Nigeria,87,255190,0,3142
2022-03-24,Nigeria,54,255244,0,3142
2022-03-25,Nigeria,0,255244,0,3142
2022-03-26,Nigeria,0,255244,0,3142
2022-03-27,Nigeria,52,255296,0,3142
2022-03-28,Nigeria,0,255296,0,3142
2022-03-29,Nigeria,45,255341,0,3142
2022-03-30,Nigeria,0,255341,0,3142
2022-03-31,Nigeria,74,255415,0,3142
2022-04-01,Nigeria,0,255415,0,3142
2022-04-02,Nigeria,53,255468,0,3142
2022-04-03,Nigeria,0,255468,0,3142
2022-04-04,Nigeria,0,255468,0,3142
2022-04-05,Nigeria,48,255516,0,3142
2022-04-06,Nigeria,0,255516,0,3142
2022-04-07,Nigeria,59,255575,0,3142
2022-04-08,Nigeria,0,255575,0,3142
2022-04-09,Nigeria,31,255606,0,3142
2022-04-10,Nigeria,0,255606,0,3142
2022-04-11,Nigeria,0,255606,0,3142
2022-04-12,Nigeria,27,255633,0,3142
2022-04-13,Nigeria,0,255633,0,3142
2022-04-14,Nigeria,13,255646,1,3143
2022-04-15,Nigeria,0,255646,0,3143
2022-04-16,Nigeria,2,255648,0,3143
2022-04-17,Nigeria,0,255648,0,3143
2022-04-18,Nigeria,0,255648,0,3143
2022-04-19,Nigeria,0,255648,0,3143
2022-04-20,Nigeria,22,255670,0,3143
2022-04-21,Nigeria,9,255679,0,3143
2022-04-22,Nigeria,0,255679,0,3143
2022-04-23,Nigeria,6,255685,0,3143
2022-04-24,Nigeria,0,255685,0,3143
2022-04-25,Nigeria,0,255685,0,3143
2022-04-26,Nigeria,0,255685,0,3143
2022-04-27,Nigeria,0,255685,0,3143
2022-04-28,Nigeria,31,255716,0,3143
2022-04-29,Nigeria,0,255716,0,3143
2022-04-30,Nigeria,0,255716,0,3143
2022-05-01,Nigeria,0,255716,0,3143
2022-05-02,Nigeria,37,255753,0,3143
2022-05-03,Nigeria,13,255766,0,3143
2022-05-04,Nigeria,0,255766,0,3143
2022-05-05,Nigeria,0,255766,0,3143
2022-05-06,Nigeria,0,255766,0,3143
2022-05-07,Nigeria,0,255766,0,3143
2022-05-08,Nigeria,0,255766,0,3143
2022-05-09,Nigeria,0,255766,0,3143
2022-05-10,Nigeria,36,255802,0,3143
2022-05-11,Nigeria,0,255802,0,3143
2022-05-12,Nigeria,34,255836,0,3143
2022-05-13,Nigeria,0,255836,0,3143
2022-05-14,Nigeria,23,255859,0,3143
2022-05-15,Nigeria,0,255859,0,3143
2022-05-16,Nigeria,0,255859,0,3143
2022-05-17,Nigeria,30,255889,0,3143
2022-05-18,Nigeria,0,255889,0,3143
2022-05-19,Nigeria,35,255924,0,3143
2022-05-20,Nigeria,0,255924,0,3143
2022-05-21,Nigeria,13,255937,0,3143
2022-05-22,Nigeria,0,255937,0,3143
2022-05-23,Nigeria,0,255937,0,3143
2022-05-24,Nigeria,35,255972,0,3143
2022-05-25,Nigeria,0,255972,0,3143
2022-05-26,Nigeria,32,256004,0,3143
2022-05-27,Nigeria,0,256004,0,3143
2022-05-28,Nigeria,24,256028,0,3143
2022-05-29,Nigeria,0,256028,0,3143
2022-05-30,Nigeria,51,256079,0,3143
2022-05-31,Nigeria,0,256079,0,3143
2022-06-01,Nigeria,0,256079,0,3143
2022-06-02,Nigeria,34,256113,0,3143
2022-06-03,Nigeria,0,256113,0,3143
2022-06-04,Nigeria,35,256148,0,3143
2022-06-05,Nigeria,0,256148,0,3143
2022-06-06,Nigeria,0,256148,0,3143
2022-06-07,Nigeria,79,256227,0,3143
2022-06-08,Nigeria,0,256227,0,3143
2022-06-09,Nigeria,37,256264,1,3144
2022-06-10,Nigeria,0,256264,0,3144
2022-06-11,Nigeria,88,256352,0,3144
2022-06-12,Nigeria,0,256352,0,3144
2022-06-13,Nigeria,0,256352,0,3144
2022-06-14,Nigeria,0,256352,0,3144
2022-06-15,Nigeria,0,256352,0,3144
2022-06-16,Nigeria,115,256467,0,3144
2022-06-17,Nigeria,0,256467,0,3144
2022-06-18,Nigeria,106,256573,0,3144
2022-06-19,Nigeria,0,256573,0,3144
2022-06-20,Nigeria,0,256573,0,3144
2022-06-21,Nigeria,138,256711,0,3144
2022-06-22,Nigeria,0,256711,0,3144
2022-06-23,Nigeria,0,256711,0,3144
2022-06-24,Nigeria,0,256711,0,3144
2022-06-25,Nigeria,247,256958,0,3144
2022-06-26,Nigeria,0,256958,0,3144
2022-06-27,Nigeria,0,256958,0,3144
2022-06-28,Nigeria,0,256958,0,3144
2022-06-29,Nigeria,0,256958,0,3144
2022-06-30,Nigeria,332,257290,0,3144
2022-07-01,Nigeria,0,257290,0,3144
2022-07-02,Nigeria,347,257637,0,3144
2022-07-03,Nigeria,0,257637,0,3144
2022-07-04,Nigeria,0,257637,0,3144
2022-07-05,Nigeria,0,257637,0,3144
2022-07-06,Nigeria,0,257637,0,3144
2022-07-07,Nigeria,0,257637,0,3144
2022-07-08,Nigeria,0,257637,0,3144
2022-07-09,Nigeria,880,258517,0,3144
2022-07-10,Nigeria,0,258517,0,3144
2022-07-11,Nigeria,0,258517,0,3144
2022-07-12,Nigeria,357,258874,0,3144
2022-07-13,Nigeria,0,258874,0,3144
2022-07-14,Nigeria,60,258934,0,3144
2022-07-15,Nigeria,0,258934,0,3144
2022-07-16,Nigeria,73,259007,0,3144
2022-07-17,Nigeria,0,259007,0,3144
2022-07-18,Nigeria,0,259007,0,3144
2020-01-03,South Africa,0,0,0,0
2020-01-04,South Africa,0,0,0,0
2020-01-05,South Africa,0,0,0,0
2020-01-06,South Africa,0,0,0,0
2020-01-07,South Africa,0,0,0,0
2020-01-08,South Africa,0,0,0,0
2020-01-09,South Africa,0,0,0,0
2020-01-10,South Africa,0,0,0,0
2020-01-11,South Africa,0,0,0,0
2020-01-12,South Africa,0,0,0,0
2020-01-13,South Africa,0,0,0,0
2020-01-14,South Africa,0,0,0,0
2020-01-15,South Africa,0,0,0,0
2020-01-16,South Africa,0,0,0,0
2020-01-17,South Africa,0,0,0,0
2020-01-18,South Africa,0,0,0,0
2020-01-19,South Africa,0,0,0,0
2020-01-20,South Africa,0,0,0,0
2020-01-21,South Africa,0,0,0,0
2020-01-22,South Africa,0,0,0,0
2020-01-23,South Africa,0,0,0,0
2020-01-24,South Africa,0,0,0,0
2020-01-25,South Africa,0,0,0,0
2020-01-26,South Africa,0,0,0,0
2020-01-27,South Africa,0,0,0,0
2020-01-28,South Africa,0,0,0,0
2020-01-29,South Africa,0,0,0,0
2020-01-30,South Africa,0,0,0,0
2020-01-31,South Africa,0,0,0,0
2020-02-01,South Africa,0,0,0,0
2020-02-02,South Africa,0,0,0,0
2020-02-03,South Africa,0,0,0,0
2020-02-04,South Africa,0,0,0,0
2020-02-05,South Africa,0,0,0,0
2020-02-06,South Africa,0,0,0,0
2020-02-07,South Africa,0,0,0,0
2020-02-08,South Africa,0,0,0,0
2020-02-09,South Africa,0,0,0,0
2020-02-10,South Africa,0,0,0,0
2020-02-11,South Africa,0,0,0,0
2020-02-12,South Africa,0,0,0,0
2020-02-13,South Africa,0,0,0,0
2020-02-14,South Africa,0,0,0,0
2020-02-15,South Africa,0,0,0,0
2020-02-16,South Africa,0,0,0,0
2020-02-17,South Africa,0,0,0,0
2020-02-18,South Africa,0,0,0,0
2020-02-19,South Africa,0,0,0,0
2020-02-20,South Africa,0,0,0,0
2020-02-21,South Africa,0,0,0,0
2020-02-22,South Africa,0,0,0,0
2020-02-23,South Africa,0,0,0,0
2020-02-24,South Africa,0,0,0,0
2020-02-25,South Africa,0,0,0,0
2020-02-26,South Africa,0,0,0,0
2020-02-27,South Africa,0,0,0,0
2020-02-28,South Africa,0,0,0,0
2020-02-29,South Africa,0,0,0,0
2020-03-01,South Africa,0,0,0,0
2020-03-02,South Africa,0,0,0,0
2020-03-03,South Africa,0,0,0,0
2020-03-04,South Africa,0,0,0,0
2020-03-05,South Africa,1,1,0,0
2020-03-06,South Africa,0,1,0,0
2020-03-07,South Africa,0,1,0,0
2020-03-08,South Africa,1,2,0,0
2020-03-09,South Africa,1,3,0,0
2020-03-10,South Africa,4,7,0,0
2020-03-11,South Africa,0,7,0,0
2020-03-12,South Africa,6,13,0,0
2020-03-13,South Africa,3,16,0,0
2020-03-14,South Africa,8,24,0,0
2020-03-15,South Africa,14,38,0,0
2020-03-16,South Africa,13,51,0,0
2020-03-17,South Africa,11,62,0,0
2020-03-18,South Africa,23,85,0,0
2020-03-19,South Africa,31,116,0,0
2020-03-20,South Africa,34,150,0,0
2020-03-21,South Africa,52,202,0,0
2020-03-22,South Africa,38,240,0,0
2020-03-23,South Africa,34,274,0,0
2020-03-24,South Africa,128,402,0,0
2020-03-25,South Africa,152,554,0,0
2020-03-26,South Africa,153,707,0,0
2020-03-27,South Africa,219,926,0,0
2020-03-28,South Africa,244,1170,1,1
2020-03-29,South Africa,17,1187,0,1
2020-03-30,South Africa,93,1280,1,2
2020-03-31,South Africa,46,1326,0,2
2020-04-01,South Africa,27,1353,3,5
2020-04-02,South Africa,27,1380,0,5
2020-04-03,South Africa,82,1462,0,5
2020-04-04,South Africa,43,1505,2,7
2020-04-05,South Africa,80,1585,2,9
2020-04-06,South Africa,70,1655,2,11
2020-04-07,South Africa,31,1686,1,12
2020-04-08,South Africa,63,1749,1,13
2020-04-09,South Africa,96,1845,5,18
2020-04-10,South Africa,89,1934,1,19
2020-04-11,South Africa,69,2003,8,27
2020-04-12,South Africa,25,2028,1,28
2020-04-13,South Africa,145,2173,1,29
2020-04-14,South Africa,99,2272,5,34
2020-04-15,South Africa,143,2415,0,34
2020-04-16,South Africa,91,2506,0,34
2020-04-17,South Africa,99,2605,14,48
2020-04-18,South Africa,178,2783,2,50
2020-04-19,South Africa,251,3034,2,52
2020-04-20,South Africa,124,3158,2,54
2020-04-21,South Africa,142,3300,4,58
2020-04-22,South Africa,165,3465,0,58
2020-04-23,South Africa,170,3635,7,65
2020-04-24,South Africa,318,3953,10,75
2020-04-25,South Africa,267,4220,4,79
2020-04-26,South Africa,141,4361,7,86
2020-04-27,South Africa,185,4546,1,87
2020-04-28,South Africa,247,4793,3,90
2020-04-29,South Africa,203,4996,3,93
2020-04-30,South Africa,354,5350,10,103
2020-05-01,South Africa,297,5647,0,103
2020-05-02,South Africa,304,5951,13,116
2020-05-03,South Africa,385,6336,7,123
2020-05-04,South Africa,447,6783,8,131
2020-05-05,South Africa,437,7220,7,138
2020-05-06,South Africa,352,7572,10,148
2020-05-07,South Africa,236,7808,5,153
2020-05-08,South Africa,424,8232,8,161
2020-05-09,South Africa,663,8895,17,178
2020-05-10,South Africa,525,9420,8,186
2020-05-11,South Africa,595,10015,8,194
2020-05-12,South Africa,637,10652,12,206
2020-05-13,South Africa,698,11350,0,206
2020-05-14,South Africa,724,12074,13,219
2020-05-15,South Africa,665,12739,19,238
2020-05-16,South Africa,785,13524,9,247
2020-05-17,South Africa,831,14355,14,261
2020-05-18,South Africa,1160,15515,3,264
2020-05-19,South Africa,918,16433,22,286
2020-05-20,South Africa,767,17200,26,312
2020-05-21,South Africa,803,18003,27,339
2020-05-22,South Africa,1134,19137,30,369
2020-05-23,South Africa,988,20125,28,397
2020-05-24,South Africa,1218,21343,10,407
2020-05-25,South Africa,1240,22583,22,429
2020-05-26,South Africa,1032,23615,52,481
2020-05-27,South Africa,649,24264,43,524
2020-05-28,South Africa,1673,25937,28,552
2020-05-29,South Africa,1466,27403,25,577
2020-05-30,South Africa,1837,29240,34,611
2020-05-31,South Africa,1727,30967,32,643
2020-06-01,South Africa,1716,32683,40,683
2020-06-02,South Africa,1674,34357,137,820
2020-06-03,South Africa,1455,35812,153,973
2020-06-04,South Africa,1713,37525,112,1085
2020-06-05,South Africa,3267,40792,203,1288
2020-06-06,South Africa,2642,43434,173,1461
2020-06-07,South Africa,2539,45973,194,1655
2020-06-08,South Africa,2312,48285,102,1757
2020-06-09,South Africa,2594,50879,115,1872
2020-06-10,South Africa,2112,52991,145,2017
2020-06-11,South Africa,2430,55421,58,2075
2020-06-12,South Africa,3147,58568,151,2226
2020-06-13,South Africa,3359,61927,152,2378
2020-06-14,South Africa,3809,65736,69,2447
2020-06-15,South Africa,4302,70038,57,2504
2020-06-16,South Africa,3495,73533,129,2633
2020-06-17,South Africa,2801,76334,156,2789
2020-06-18,South Africa,4078,80412,91,2880
2020-06-19,South Africa,3478,83890,193,3073
2020-06-20,South Africa,3825,87715,221,3294
2020-06-21,South Africa,4966,92681,160,3454
2020-06-22,South Africa,4621,97302,224,3678
2020-06-23,South Africa,4288,101590,109,3787
2020-06-24,South Africa,4518,106108,134,3921
2020-06-25,South Africa,5688,111796,242,4163
2020-06-26,South Africa,6579,118375,149,4312
2020-06-27,South Africa,6215,124590,141,4453
2020-06-28,South Africa,7210,131800,185,4638
2020-06-29,South Africa,6334,138134,149,4787
2020-06-30,South Africa,6130,144264,164,4951
2020-07-01,South Africa,6945,151209,192,5143
2020-07-02,South Africa,8124,159333,92,5235
2020-07-03,South Africa,8728,168061,95,5330
2020-07-04,South Africa,9063,177124,108,5438
2020-07-05,South Africa,10853,187977,74,5512
2020-07-06,South Africa,8773,196750,173,5685
2020-07-07,South Africa,8971,205721,111,5796
2020-07-08,South Africa,10134,215855,192,5988
2020-07-09,South Africa,8810,224665,89,6077
2020-07-10,South Africa,13673,238338,129,6206
2020-07-11,South Africa,12349,250687,140,6346
2020-07-12,South Africa,13497,264184,111,6457
2020-07-13,South Africa,12058,276242,108,6565
2020-07-14,South Africa,11554,287796,93,6658
2020-07-15,South Africa,10496,298292,174,6832
2020-07-16,South Africa,12757,311049,107,6939
2020-07-17,South Africa,13172,324221,216,7155
2020-07-18,South Africa,13373,337594,135,7290
2020-07-19,South Africa,13285,350879,144,7434
2020-07-20,South Africa,13449,364328,85,7519
2020-07-21,South Africa,9300,373628,140,7659
2020-07-22,South Africa,8170,381798,195,7854
2020-07-23,South Africa,13150,394948,572,8426
2020-07-24,South Africa,13104,408052,153,8579
2020-07-25,South Africa,13944,421996,250,8829
2020-07-26,South Africa,12204,434200,312,9141
2020-07-27,South Africa,11233,445433,114,9255
2020-07-28,South Africa,7096,452529,298,9553
2020-07-29,South Africa,7232,459761,190,9743
2020-07-30,South Africa,11362,471123,240,9983
2020-07-31,South Africa,11046,482169,315,10298
2020-08-01,South Africa,11014,493183,193,10491
2020-08-02,South Africa,10107,503290,148,10639
2020-08-03,South Africa,8195,511485,213,10852
2020-08-04,South Africa,5377,516862,173,11025
2020-08-05,South Africa,4456,521318,345,11370
2020-08-06,South Africa,8559,529877,414,11784
2020-08-07,South Africa,8307,538184,306,12090
2020-08-08,South Africa,7292,545476,305,12395
2020-08-09,South Africa,7712,553188,301,12696
2020-08-10,South Africa,6671,559859,198,12894
2020-08-11,South Africa,3739,563598,213,13107
2020-08-12,South Africa,2511,566109,130,13237
2020-08-13,South Africa,2810,568919,259,13496
2020-08-14,South Africa,3946,572865,260,13756
2020-08-15,South Africa,6275,579140,286,14042
2020-08-16,South Africa,4513,583653,121,14163
2020-08-17,South Africa,3692,587345,162,14325
2020-08-18,South Africa,2541,589886,143,14468
2020-08-19,South Africa,2258,592144,282,14750
2020-08-20,South Africa,3916,596060,159,14909
2020-08-21,South Africa,3880,599940,195,15104
2020-08-22,South Africa,3398,603338,225,15329
2020-08-23,South Africa,3707,607045,144,15473
2020-08-24,South Africa,2728,609773,72,15545
2020-08-25,South Africa,1677,611450,100,15645
2020-08-26,South Africa,1567,613017,149,15794
2020-08-27,South Africa,2684,615701,194,15988
2020-08-28,South Africa,2585,618286,126,16114
2020-08-29,South Africa,1846,620132,115,16229
2020-08-30,South Africa,2419,622551,238,16467
2020-08-31,South Africa,2505,625056,47,16514
2020-09-01,South Africa,1985,627041,121,16635
2020-09-02,South Africa,1218,628259,114,16749
2020-09-03,South Africa,2336,630595,126,16875
2020-09-04,South Africa,2420,633015,174,17049
2020-09-05,South Africa,2063,635078,115,17164
2020-09-06,South Africa,1806,636884,101,17265
2020-09-07,South Africa,1633,638517,110,17375
2020-09-08,South Africa,845,639362,115,17490
2020-09-09,South Africa,1079,640441,82,17572
2020-09-10,South Africa,1990,642431,82,17654
2020-09-11,South Africa,2007,644438,97,17751
2020-09-12,South Africa,1960,646398,113,17864
2020-09-13,South Africa,1816,648214,49,17913
2020-09-14,South Africa,1579,649793,20,17933
2020-09-15,South Africa,956,650749,52,17985
2020-09-16,South Africa,772,651521,142,18127
2020-09-17,South Africa,1923,653444,64,18191
2020-09-18,South Africa,2128,655572,67,18258
2020-09-19,South Africa,2055,657627,85,18343
2020-09-20,South Africa,2029,659656,83,18426
2020-09-21,South Africa,1555,661211,13,18439
2020-09-22,South Africa,725,661936,39,18478
2020-09-23,South Africa,1346,663282,126,18604
2020-09-24,South Africa,1906,665188,88,18692
2020-09-25,South Africa,1861,667049,77,18769
2020-09-26,South Africa,1480,668529,29,18798
2020-09-27,South Africa,969,669498,64,18862
2020-09-28,South Africa,1268,670766,22,18884
2020-09-29,South Africa,903,671669,188,19072
2020-09-30,South Africa,903,672572,81,19153
2020-10-01,South Africa,1767,674339,67,19220
2020-10-02,South Africa,1745,676084,132,19352
2020-10-03,South Africa,1749,677833,43,19395
2020-10-04,South Africa,1883,679716,29,19424
2020-10-05,South Africa,1573,681289,38,19462
2020-10-06,South Africa,926,682215,40,19502
2020-10-07,South Africa,1027,683242,87,19589
2020-10-08,South Africa,1913,685155,145,19734
2020-10-09,South Africa,1736,686891,160,19894
2020-10-10,South Africa,1641,688532,139,20033
2020-10-11,South Africa,2364,690896,11,20044
2020-10-12,South Africa,1575,692471,4,20048
2020-10-13,South Africa,888,693359,8,20056
2020-10-14,South Africa,1178,694537,18,20074
2020-10-15,South Africa,1877,696414,10,20084
2020-10-16,South Africa,1770,698184,8,20092
2020-10-17,South Africa,2019,700203,24,20116
2020-10-18,South Africa,1928,702131,5,20121
2020-10-19,South Africa,1662,703793,0,20121
2020-10-20,South Africa,1461,705254,11,20132
2020-10-21,South Africa,1050,706304,164,20296
2020-10-22,South Africa,2055,708359,8,20304
2020-10-23,South Africa,2156,710515,20,20324
2020-10-24,South Africa,1897,712412,7,20331
2020-10-25,South Africa,1834,714246,10,20341
2020-10-26,South Africa,1622,715868,5,20346
2020-10-27,South Africa,891,716759,10,20356
2020-10-28,South Africa,1092,717851,19,20375
2020-10-29,South Africa,1863,719714,16,20391
2020-10-30,South Africa,2056,721770,15,20406
2020-10-31,South Africa,1912,723682,10,20416
2020-11-01,South Africa,1770,725452,10,20426
2020-11-02,South Africa,1371,726823,8,20434
2020-11-03,South Africa,772,727595,4,20438
2020-11-04,South Africa,1241,728836,10,20448
2020-11-05,South Africa,1712,730548,9,20457
2020-11-06,South Africa,1866,732414,23,20480
2020-11-07,South Africa,1761,734175,7,20487
2020-11-08,South Africa,1731,735906,11,20498
2020-11-09,South Africa,1372,737278,1,20499
2020-11-10,South Africa,1247,738525,13,20512
2020-11-11,South Africa,1729,740254,15,20527
2020-11-12,South Africa,2140,742394,60,20587
2020-11-13,South Africa,2338,744732,17,20604
2020-11-14,South Africa,2213,746945,15,20619
2020-11-15,South Africa,2237,749182,19,20638
2020-11-16,South Africa,1842,751024,35,20673
2020-11-17,South Africa,1245,752269,14,20687
2020-11-18,South Africa,1987,754256,7,20694
2020-11-19,South Africa,2888,757144,17,20711
2020-11-20,South Africa,2514,759658,24,20735
2020-11-21,South Africa,3105,762763,88,20823
2020-11-22,South Africa,2646,765409,22,20845
2020-11-23,South Africa,2270,767679,58,20903
2020-11-24,South Africa,2080,769759,65,20968
2020-11-25,South Africa,2493,772252,115,21083
2020-11-26,South Africa,3250,775502,118,21201
2020-11-27,South Africa,3069,778571,88,21289
2020-11-28,South Africa,3370,781941,89,21378
2020-11-29,South Africa,3198,785139,61,21439
2020-11-30,South Africa,2563,787702,38,21477
2020-12-01,South Africa,2302,790004,58,21535
2020-12-02,South Africa,2295,792299,109,21644
2020-12-03,South Africa,4173,796472,65,21709
2020-12-04,South Africa,4400,800872,94,21803
2020-12-05,South Africa,4932,805804,160,21963
2020-12-06,South Africa,4645,810449,104,22067
2020-12-07,South Africa,4116,814565,139,22206
2020-12-08,South Africa,3313,817878,43,22249
2020-12-09,South Africa,4011,821889,183,22432
2020-12-10,South Africa,6709,828598,142,22574
2020-12-11,South Africa,8166,836764,173,22747
2020-12-12,South Africa,8319,845083,205,22952
2020-12-13,South Africa,7882,852965,154,23106
2020-12-14,South Africa,7999,860964,170,23276
2020-12-15,South Africa,5163,866127,175,23451
2020-12-16,South Africa,7552,873679,210,23661
2020-12-17,South Africa,10008,883687,166,23827
2020-12-18,South Africa,9126,892813,184,24011
2020-12-19,South Africa,8725,901538,274,24285
2020-12-20,South Africa,10939,912477,254,24539
2020-12-21,South Africa,9445,921922,152,24691
2020-12-22,South Africa,8789,930711,216,24907
2020-12-23,South Africa,9501,940212,339,25246
2020-12-24,South Africa,14046,954258,411,25657
2020-12-25,South Africa,14305,968563,326,25983
2020-12-26,South Africa,14796,983359,293,26276
2020-12-27,South Africa,11552,994911,245,26521
2020-12-28,South Africa,9502,1004413,214,26735
2020-12-29,South Africa,7458,1011871,336,27071
2020-12-30,South Africa,9580,1021451,497,27568
2020-12-31,South Africa,17710,1039161,465,28033
2021-01-01,South Africa,18400,1057561,436,28469
2021-01-02,South Africa,16326,1073887,418,28887
2021-01-03,South Africa,15002,1088889,288,29175
2021-01-04,South Africa,11859,1100748,402,29577
2021-01-05,South Africa,12601,1113349,434,30011
2021-01-06,South Africa,14410,1127759,513,30524
2021-01-07,South Africa,21832,1149591,844,31368
2021-01-08,South Africa,20999,1170590,441,31809
2021-01-09,South Africa,21980,1192570,616,32425
2021-01-10,South Africa,21606,1214176,399,32824
2021-01-11,South Africa,17421,1231597,339,33163
2021-01-12,South Africa,15046,1246643,416,33579
2021-01-13,South Africa,13105,1259748,755,34334
2021-01-14,South Africa,18555,1278303,806,35140
2021-01-15,South Africa,18503,1296806,712,35852
2021-01-16,South Africa,14880,1311686,615,36467
2021-01-17,South Africa,13973,1325659,384,36851
2021-01-18,South Africa,12267,1337926,254,37105
2021-01-19,South Africa,9010,1346936,344,37449
2021-01-20,South Africa,9780,1356716,839,38288
2021-01-21,South Africa,12710,1369426,566,38854
2021-01-22,South Africa,11381,1380807,647,39501
2021-01-23,South Africa,11761,1392568,575,40076
2021-01-24,South Africa,12271,1404839,498,40574
2021-01-25,South Africa,8147,1412986,300,40874
2021-01-26,South Africa,4551,1417537,243,41117
2021-01-27,South Africa,6041,1423578,680,41797
2021-01-28,South Africa,7070,1430648,753,42550
2021-01-29,South Africa,7150,1437798,555,43105
2021-01-30,South Africa,6141,1443939,528,43633
2021-01-31,South Africa,5297,1449236,318,43951
2021-02-01,South Africa,4525,1453761,213,44164
2021-02-02,South Africa,2548,1456309,235,44399
2021-02-03,South Africa,2649,1458958,547,44946
2021-02-04,South Africa,4058,1463016,398,45344
2021-02-05,South Africa,3751,1466767,261,45605
2021-02-06,South Africa,3749,1470516,297,45902
2021-02-07,South Africa,3184,1473700,278,46180
2021-02-08,South Africa,2435,1476135,110,46290
2021-02-09,South Africa,1376,1477511,183,46473
2021-02-10,South Africa,1742,1479253,396,46869
2021-02-11,South Africa,3159,1482412,276,47145
2021-02-12,South Africa,2488,1484900,237,47382
2021-02-13,South Africa,2781,1487681,288,47670
2021-02-14,South Africa,2382,1490063,151,47821
2021-02-15,South Africa,1744,1491807,78,47899
2021-02-16,South Africa,1102,1492909,195,48094
2021-02-17,South Africa,1210,1494119,219,48313
2021-02-18,South Africa,2320,1496439,165,48478
2021-02-19,South Africa,2327,1498766,230,48708
2021-02-20,South Africa,1911,1500677,151,48859
2021-02-21,South Africa,1690,1502367,81,48940
2021-02-22,South Africa,1429,1503796,113,49053
2021-02-23,South Africa,792,1504588,97,49150
